LineNumber, RouteCode, VehicleId, latitude, longtitude, info, lineName, busLineId
1151,2484,10389,37.982891,23.73476,Mar  4 2019 10:38:56:000AM, null, null
1151,2484,10389,37.982891,23.73476,Mar  4 2019 10:38:56:000AM, null, null
1151,2484,10389,37.982891,23.73476,Mar  4 2019 10:38:56:000AM, null, null
1151,2484,10389,37.982891,23.73476,Mar  4 2019 10:38:56:000AM, null, null
1151,2484,10389,37.982891,23.73476,Mar  4 2019 10:38:56:000AM, null, null
1151,2484,10389,37.982891,23.73476,Mar  4 2019 10:38:56:000AM, null, null
1151,2484,10389,37.982891,23.73476,Mar  4 2019 10:38:56:000AM, null, null
1151,2484,10389,37.982891,23.73476,Mar  4 2019 10:38:56:000AM, null, null
1151,2484,10389,37.982891,23.73476,Mar  4 2019 10:38:56:000AM, null, null
